Sector Code,Sector,Industry Code,Industry,Disclosure Topic Code,Disclosure Topic,Accounting Metric Code,Accounting Metric,Technical Protocol Code,Technical Protocol,TP Footnote Number,TP Footnote,Technical Protocol Bullet Point 1,TP_BP1 Footnote Number,TP_BP1 Footnote,Sub-Bullet Points for Bullet Point 1,TP_BP1_Sub Footnote Number,TP_BP1_Sub Footnote,Technical Protocol Bullet Point 2,TP_BP2 Footnote Number,TP_BP2 Footnote,Sub-Bullet Points for Bullet Point 2,TP_BP2_Sub Footnote Number,TP_BP2_Sub Footnote,Technical Protocol Bullet Point 3,TP_BP3 Footnote Number,TP_BP3 Footnote,Sub-Bullet Points for Bullet Point 3,TP_BP3_Sub Footnote Number,TP_BP3_Sub Footnote,Technical Protocol Bullet Point 4,TP_BP4 Footnote Number,TP_BP4 Footnote,Sub-Bullet Points for Bullet Point 4,TP_BP4_Sub Footnote Number,TP_BP4_Sub Footnote,Technical Protocol Bullet Point 5,TP_BP5 Footnote Number,TP_BP5 Footnote,Sub-Bullet Points for Bullet Point 5,TP_BP5_Sub Footnote Number,TP_BP5_Sub Footnote,Technical Protocol Bullet Point 6,TP_BP6 Footnote Number,TP_BP6 Footnote,Sub-Bullet Points for Bullet Point 6,TP_BP6_Sub Footnote Number,TP_BP6_Sub Footnote,Technical Protocol Bullet Point 7,TP_BP7 Footnote Number,TP_BP7 Footnote,Sub-Bullet Points for Bullet Point 7,TP_BP7_Sub Footnote Number,TP_BP7_Sub Footnote,Technical Protocol Bullet Point 8,TP_BP8 Footnote Number,TP_BP8 Footnote,Sub-Bullet Points for Bullet Point 8,TP_BP8_Sub Footnote Number,TP_BP8_Sub Footnote,Technical Protocol Bullet Point 9,TP_BP9 Footnote Number,TP_BP9 Footnote,Sub-Bullet Points for Bullet Point 9,TP_BP9_Sub Footnote Number,TP_BP9_Sub Footnote,Technical Protocol Bullet Point 10,TP_BP10 Footnote Number,TP_BP10 Footnote,Sub-Bullet Points for Bullet Point 10,TP_BP10_Sub Footnote Number,TP_BP10_Sub Footnote,Technical Protocol Bullet Point 11,TP_BP11 Footnote Number,TP_BP11 Footnote,Sub-Bullet Points for Bullet Point 11,TP_BP11_Sub Footnote Number,TP_BP11_Sub Footnote
CG,Consumer Goods,CG-AA,"Apparel, Accessories & Footwear",CG-AA-430b,Labor Conditions in the Supply Chain,CG-AA-430b.1,"Percentage of (1) Tier 1 supplier facilities and (2) supplier facilities beyond Tier 1 that have been audited to a labor code of conduct, (3) percentage of total audits conducted by a third-party auditor",CG-AA-430b.1.3,The entity shall disclose the standards to which it measures labor code of conduct compliance., , ,"For internally developed supplier code(s) of conduct, the entity shall disclose the public location where such code(s) can be viewed.", ,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG,Consumer Goods,CG-AA,"Apparel, Accessories & Footwear",CG-AA-430b,Labor Conditions in the Supply Chain,CG-AA-430b.1,"Percentage of (1) Tier 1 supplier facilities and (2) supplier facilities beyond Tier 1 that have been audited to a labor code of conduct, (3) percentage of total audits conducted by a third-party auditor",CG-AA-430b.1.4,The entity shall disclose the percentage of the total audits of its supplier facilities (regardless of tier) that were performed by an independent third-party auditor., , ,An independent third-party audit is defined as an audit conducted by an independent external organization to determine that the supplier facility complies with specific standards., ,, , ,,The entity shall calculate the percentage as the number of audits that were performed by an independent third-party auditor divided by the total number of audits conducted., ,, , ,,The scope includes audits conducted at Tier 1 supplier facilities as well as those beyond Tier 1., ,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG,Consumer Goods,CG-AA,"Apparel, Accessories & Footwear",CG-AA-430b,Labor Conditions in the Supply Chain,CG-AA-430b.1,"Percentage of (1) Tier 1 supplier facilities and (2) supplier facilities beyond Tier 1 that have been audited to a labor code of conduct, (3) percentage of total audits conducted by a third-party auditor",CG-AA-430b.1.5,"The entity may describe its approach to auditing supplier facilities, including how the entity adjusts the scope and frequency of monitoring for supplier facilities based on potential risk factors and the continuous performance of the facility.", , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG,Consumer Goods,CG-AA,"Apparel, Accessories & Footwear",CG-AA-430b,Labor Conditions in the Supply Chain,CG-AA-430b.1,"Percentage of (1) Tier 1 supplier facilities and (2) supplier facilities beyond Tier 1 that have been audited to a labor code of conduct, (3) percentage of total audits conducted by a third-party auditor",CG-AA-430b.1.6,"The entity may describe how it assesses and prioritizes its supply chain partners (including subcontractors) to determine the level of risk associated with each in terms of labor conditions, including:", , ,If the entity maintains an ongoing list of the Tier 1 suppliers and suppliers beyond Tier 1 involved with the production of its goods, ,, , ,,If the entity records information about risk factors that impact performance on labor standards for manufacturers that have been mapped to determine proper levels of oversight and monitoring, ,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG,Consumer Goods,CG-AA,"Apparel, Accessories & Footwear",CG-AA-430b,Labor Conditions in the Supply Chain,CG-AA-430b.1,"Percentage of (1) Tier 1 supplier facilities and (2) supplier facilities beyond Tier 1 that have been audited to a labor code of conduct, (3) percentage of total audits conducted by a third-party auditor",CG-AA-430b.1.7,Disclosures generally correspond to the Sustainable Apparel Coalition's Higg Brand & Retail Module., , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG,Consumer Goods,CG-AA,"Apparel, Accessories & Footwear",CG-AA-430b,Labor Conditions in the Supply Chain,CG-AA-430b.2,Priority non-conformance rate and associated corrective action rate for suppliers’ labor code of conduct audits,CG-AA-430b.2.1,The entity shall disclose the rate of its suppliers’ non-conformance with external labor code of conduct audit standards or internally developed supplier code(s) of conduct and the rate at which those instances of non-conformance have been subject to corrective action., , ,"A non-conformance is defined as a finding of violation of a local law or one or more aspects of a code of conduct that has been corroborated by more than one source (e.g., management interview, worker interview, payroll review, and/or on-site observation) unless that single source is incriminating.", ,, , ,,"Priority non-conformances are defined as the highest severity of non-conformance and require escalation by auditors or the entity. Priority non-conformances may arise from: a significant risk to labor conditions, safety, or the environment; non-compliance with relevant regulatory requirements; or failure to adequately address prior minor non-conformances. These may also be referred to as “high-risk violations,” “severe violations,"" or “major deficiencies.” Examples of what constitutes a priority non-conformance in an apparel, accessories, or footwear supplier facility audit include the indicators of a “Major Deficiency” outlined in the OIA Code of Conduct.", ,, , ,,The entity shall calculate the priority non-conformance rate as the number of priority non-conformances identified in the supply chain divided by the total number of facilities audited., ,, , ,,"The scope of disclosures includes facilities audited by the entity, by other brands, or by external third parties commissioned by the entity in lieu of having an audit conducted solely for the entity‘s purpose.", ,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG,Consumer Goods,CG-AA,"Apparel, Accessories & Footwear",CG-AA-430b,Labor Conditions in the Supply Chain,CG-AA-430b.2,Priority non-conformance rate and associated corrective action rate for suppliers’ labor code of conduct audits,CG-AA-430b.2.2,The entity shall disclose its corrective action rate for priority non-conformances with external labor code of conduct audit standards or internally developed supplier code(s) of conduct., , ,"A corrective action is defined as the timely completion of a corrective action plan that has been designed to eliminate the cause of a detected non-conformance, including the implementation of practices or systems to eliminate any non-conformance and ensure there will be no reoccurrence of the non-conformance, as well as verification that the corrective action has taken place.", ,, , ,,The entity shall calculate the corrective action rate as the number of corrective actions that address non-conformances divided by the total number of non-conformances that have been identified., ,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG,Consumer Goods,CG-AA,"Apparel, Accessories & Footwear",CG-AA-430b,Labor Conditions in the Supply Chain,CG-AA-430b.2,Priority non-conformance rate and associated corrective action rate for suppliers’ labor code of conduct audits,CG-AA-430b.2.3,"Where relevant, the entity may disclose the number of contracts with suppliers that were terminated as a result of non-conformances.", , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG,Consumer Goods,CG-AA,"Apparel, Accessories & Footwear",CG-AA-430b,Labor Conditions in the Supply Chain,CG-AA-430b.2,Priority non-conformance rate and associated corrective action rate for suppliers’ labor code of conduct audits,CG-AA-430b.2.4,"The entity may provide a breakdown of levels in the supply chain where non-conformances occurred (Tier 1, Tier 2, or other), or by geographic region.", , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG,Consumer Goods,CG-AA,"Apparel, Accessories & Footwear",CG-AA-430b,Labor Conditions in the Supply Chain,CG-AA-430b.3,"Description of the greatest (1) labor and (2) environmental, health, and safety risks in the supply chain",CG-AA-430b.3.1,The entity shall list the three labor conditions issues and the three environmental health and safety issues that pose the greatest potential risk in the entity’s supply chain., , ,"A risk may be identified as one that poses the greatest potential risk because: (a) the entity has determined its potential to cause accidents or incidents at supplier facilities, (b) it was identified as a non-conformance most frequently in labor code of conduct audits, and/or (c) the entity has determined it to have the greatest potential to cause financial and/or reputational harm to the entity or its suppliers if left uncorrected.", ,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG,Consumer Goods,CG-AA,"Apparel, Accessories & Footwear",CG-AA-430b,Labor Conditions in the Supply Chain,CG-AA-430b.3,"Description of the greatest (1) labor and (2) environmental, health, and safety risks in the supply chain",CG-AA-430b.3.2,"Labor conditions risks include the following, related to the criteria outlined in the entity’s labor code of conduct or audit criteria: excessive worker hours, violations in minimum age requirements, unfair compensation practices, lack of freedom of association rights, unfair worker treatment (harassment or abuse), or other labor conditions risks identified by the entity.", , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG,Consumer Goods,CG-AA,"Apparel, Accessories & Footwear",CG-AA-430b,Labor Conditions in the Supply Chain,CG-AA-430b.3,"Description of the greatest (1) labor and (2) environmental, health, and safety risks in the supply chain",CG-AA-430b.3.3,"Environmental health and safety risks include the following, related to the criteria outlined in the entity’s environmental, health, and safety code of conduct or audit criteria: unsafe building and occupational safety hazards, noncompliance with environmental permits, unsafe levels of air and water pollution, improper management of hazardous substances, wastewater and solid waste disposal violations, or other risks identified by the entity.", , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG,Consumer Goods,CG-AA,"Apparel, Accessories & Footwear",CG-AA-430b,Labor Conditions in the Supply Chain,CG-AA-430b.3,"Description of the greatest (1) labor and (2) environmental, health, and safety risks in the supply chain",CG-AA-430b.3.4,"The entity may discuss any trends within the labor and environmental, health, and safety risks in its supply chain, such as how frequently the greatest risks were identified through monitoring, differences between geographic regions, or the level in the supply chain at which these risks occur (i.e., Tier 1 level or beyond Tier 1).", , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG,Consumer Goods,CG-AA,"Apparel, Accessories & Footwear",CG-AA-430b,Labor Conditions in the Supply Chain,CG-AA-430b.3,"Description of the greatest (1) labor and (2) environmental, health, and safety risks in the supply chain",CG-AA-430b.3.5,"The entity may include a discussion of strategies and efforts to reduce the occurrence of the greatest labor conditions and environmental, health, and safety risks in its supply chain including, but not limited to:", , ,Tracking closure of corrective actions, ,, , ,,"Capacity building efforts, such as analysis of root causes and management systems and engagement with workers in the remediation process", ,, , ,,Supplier training, ,, , ,,Self-auditing and reporting support, ,, , ,,Participation in multi-stakeholder initiatives, ,, , ,,"Providing incentives or mandating sanctions for labor and environmental, health, and safety performance", ,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG,Consumer Goods,CG-AA,"Apparel, Accessories & Footwear",CG-AA-430b,Labor Conditions in the Supply Chain,CG-AA-430b.3,"Description of the greatest (1) labor and (2) environmental, health, and safety risks in the supply chain",CG-AA-430b.3.6,Disclosures generally correspond to the Sustainable Apparel Coalition's Higg Brand & Retail Module., , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG,Consumer Goods,CG-AA,"Apparel, Accessories & Footwear",CG-AA-440a,Raw Materials Sourcing,CG-AA-440a.1,Description of environmental and social risks associated with sourcing priority raw materials,CG-AA-440a.1.1,The entity shall discuss its strategic approach to managing environmental and social risks that arise from sourcing priority raw materials (disclosure corresponds to the Sustainable Apparel Coalition’s Higg Brand & Retail Module (BRM)., , ,"Priority raw materials are defined as those that are essential to the entity’s principal products, where principal products are those that accounted for 10 percent or more of consolidated revenue in any of the last three fiscal years, consistent with 17 CFR 229.101.", ,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG,Consumer Goods,CG-AA,"Apparel, Accessories & Footwear",CG-AA-440a,Raw Materials Sourcing,CG-AA-440a.1,Description of environmental and social risks associated with sourcing priority raw materials,CG-AA-440a.1.2,Disclosure shall include the methodology of how the entity identified priority raw materials., , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG,Consumer Goods,CG-AA,"Apparel, Accessories & Footwear",CG-AA-440a,Raw Materials Sourcing,CG-AA-440a.1,Description of environmental and social risks associated with sourcing priority raw materials,CG-AA-440a.1.3,"Raw materials include synthetic fibers and fabrics, natural fibers and fabrics, cellulosic materials, materials derived from animals, and any other materials used directly to make apparel, accessories, or footwear products, including, but not limited to:", , ,"Cotton, rayon, polyester, acrylic, spandex, nylon, rubber, leather, wool, flax, silk, hemp, and down", ,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
